no,cert_type,level,subject,domain_area,q_type,item_purpose,difficulty,content,option_a,option_b,option_c,option_d,correct_answer,points,explanation,source_ref,shuffle_exempt,review_status,review_comment,version,created_by,created_date
11,AXIS,L3,AI 기본 이해,AI 업무 활용 판단,multiple_choice,concept,hard,다음 중 AI에게 맡기기보다 사람이 최종 판단해야 하는 업무로 가장 적절한 것은?,법적 책임이 따르는 계약 조건 최종 확정,긴 이메일을 요약하는 작업,홍보문구 아이디어 5개 생성,회의 내용을 항목별로 정리하는 초안 작성,A,2,"정답은 A입니다. 계약 조건의 최종 확정은 법적 책임이 따르는 중요한 업무이므로 AI에게 맡기기보다 사람이 최종 판단해야 합니다. AI는 계약서 초안 검토, 조항 요약, 검토 체크리스트 작성에는 보조적으로 활용될 수 있습니다. 그러나 실제 계약 조건의 확정은 법무 담당자나 책임자의 검토가 필요합니다. 이 문항은 AI 활용 가능 영역과 사람의 최종 판단이 필요한 영역을 구분하는 역량을 확인합니다.",AXIS L3 과목1 AI 기본 이해,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
12,AXIS,L3,AI 기본 이해,AI 산출물 특성,multiple_choice,concept,medium,AI 산출물의 특징으로 가장 적절한 것은?,한 번 나온 답변은 항상 법적으로 보장된다.,AI 산출물은 항상 저작권 문제가 없다.,동일한 질문에도 조건이나 맥락에 따라 다른 결과가 나올 수 있다.,AI는 사용자가 제공한 조건을 절대 오해하지 않는다.,C,2,"정답은 C입니다. AI 산출물은 동일한 질문을 하더라도 입력 조건, 맥락, 표현 방식, 모델 상태에 따라 다른 결과가 나올 수 있습니다. 이는 AI가 고정된 정답을 조회하는 방식이 아니라 확률적으로 문장을 생성하기 때문입니다. 따라서 중요한 업무에서는 원하는 조건을 명확히 제시하고 결과를 비교·검토하는 과정이 필요합니다. 이 문항은 생성형 AI 산출물의 가변성과 검토 필요성을 이해하는지를 평가합니다.",AXIS L3 과목1 AI 기본 이해,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
13,AXIS,L3,AI 기본 이해,AI 활용 단계,multiple_choice,concept,easy,AI를 업무에 활용하는 일반적인 흐름으로 가장 적절한 것은?,요청 → 결과 확인 → 검토·수정 → 활용,결과 활용 → 요청 → 검토 → 삭제,검토 없이 요청 → 즉시 배포,개인정보 입력 → 결과 공개 → 사후 확인,A,2,"정답은 A입니다. AI를 업무에 활용할 때는 요청을 입력하고, 결과를 확인한 뒤, 필요한 부분을 검토·수정하여 활용하는 흐름이 적절합니다. 검토 없이 바로 배포하거나 개인정보를 입력한 뒤 공개하는 방식은 품질과 보안 측면에서 위험합니다. AI는 초안 작성과 정리에는 유용하지만 최종 사용 전 사람의 확인이 필요합니다. 이 문항은 AI 활용의 기본 업무 절차를 이해하는지를 확인합니다.",AXIS L3 과목1 AI 기본 이해,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
14,AXIS,L3,AI 기본 이해,AI 업무 리터러시,multiple_choice,concept,hard,팀원이 AI가 만든 시장자료를 보고서에 넣으려 한다. 가장 적절한 조치는?,AI가 작성했으므로 출처 없이 사용한다.,AI 결과임을 숨기기 위해 내용을 일부러 복잡하게 수정한다.,문장이 자연스러우면 그대로 사용하게 한다.,자료에 포함된 수치와 주장에 대해 원자료와 출처를 확인하게 한다.,D,2,"정답은 D입니다. AI가 만든 시장자료를 보고서에 활용하려면 수치, 주장, 사례가 실제 원자료와 일치하는지 확인해야 합니다. 문장이 자연스럽거나 설득력 있게 보인다는 이유만으로 정확하다고 판단해서는 안 됩니다. 출처 없는 수치를 보고서에 반영하면 업무상 오류와 신뢰도 저하로 이어질 수 있습니다. 이 문항은 AI 산출물의 출처 확인과 사실 검증 역량을 평가합니다.",AXIS L3 과목1 AI 기본 이해,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
15,AXIS,L3,AI 기본 이해,AI의 적절한 활용,multiple_choice,tool_use,medium,다음 중 생성형 AI 활용이 비교적 적절한 업무는?,고객 주민등록번호를 입력해 개인별 상담 내용을 생성,공개 가능한 제품 소개문 초안을 작성하고 내부 검토 후 사용,검증 없이 AI가 만든 회계 수치를 확정 결산에 반영,사내 기밀 전략문서를 외부 AI에 그대로 입력,B,2,"정답은 B입니다. 공개 가능한 제품 소개문 초안을 작성하고 내부 검토 후 사용하는 것은 생성형 AI 활용에 적절한 방식입니다. 반면 고객 주민등록번호, 사내 기밀 전략문서, 검증되지 않은 회계 수치와 같은 민감하거나 책임이 큰 정보는 AI에 입력하거나 그대로 활용해서는 안 됩니다. AI는 공개 가능하고 위험이 낮은 업무의 초안 작성에 우선 활용하는 것이 안전합니다. 이 문항은 AI 활용 대상의 적절성을 판단하는 능력을 확인합니다.",AXIS L3 과목1 AI 기본 이해,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
16,AXIS,L3,AI 도구 활용 기초,문서 작성 활용,multiple_choice,tool_use,easy,AI로 업무 문서 초안을 만들 때 가장 먼저 알려주는 것이 좋은 정보는?,문서의 목적과 읽는 대상,작성자의 개인 비밀번호,회사 내부 고객명단 전체,문서와 무관한 긴 잡담,A,2,"정답은 A입니다. 업무 문서 초안을 만들 때 가장 먼저 제시해야 할 정보는 문서의 목적과 읽는 대상입니다. 목적과 대상이 명확해야 AI가 적절한 내용, 톤, 구성 방식을 선택할 수 있습니다. 개인 비밀번호나 고객명단처럼 문서 작성과 무관한 민감정보는 입력하면 안 됩니다. 이 문항은 문서 작성 프롬프트에서 핵심 맥락을 제공하는 능력을 평가합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
17,AXIS,L3,AI 도구 활용 기초,요약 활용,multiple_choice,tool_use,easy,긴 회의록을 AI로 요약할 때 요청으로 가장 적절한 것은?,"핵심 결정사항, 담당자, 기한을 표로 정리해줘",마음대로 줄여줘,요약해줘,중요한 내용은 빼고 간단히 해줘,A,2,"정답은 A입니다. 긴 회의록을 요약할 때는 핵심 결정사항, 담당자, 기한처럼 업무 실행에 필요한 기준을 명확히 지정하는 것이 적절합니다. 단순히 ‘요약해줘’라고만 하면 회의의 핵심 결과와 후속 조치가 빠질 수 있습니다. 표 형식으로 요청하면 확인과 공유도 쉬워집니다. 이 문항은 AI를 활용한 업무 요약 요청의 구체성과 실무성을 평가합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
18,AXIS,L3,AI 도구 활용 기초,이메일 작성,multiple_choice,tool_use,hard,거래처에 일정 변경 안내 메일을 작성하려 한다. 가장 적절한 요청은?,상대가 불만 없도록 책임을 모두 상대에게 돌려줘,검색엔진은 문서를 요약하고 생성형 AI는 원본 링크를 제공한다.,생성형 AI는 항상 정확한 정보만 출력하므로 검증이 필요 없다.,공손한 톤으로 일정 변경 사유와 새 일정을 포함한 거래처 안내 메일 초안을 작성해줘,D,2,"정답은 D입니다. 거래처 안내 메일은 공손한 톤, 일정 변경 사유, 새 일정과 같은 핵심 정보를 포함해야 합니다. 목적과 포함할 내용을 명확히 제시하면 AI가 업무상 적절한 문장을 생성할 가능성이 높아집니다. 책임을 상대에게 돌리거나 필요한 정보를 빠뜨리는 요청은 부적절한 커뮤니케이션으로 이어질 수 있습니다. 이 문항은 AI를 활용한 업무 이메일 작성 기준을 확인합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
19,AXIS,L3,AI 도구 활용 기초,번역 활용,multiple_choice,tool_use,easy,AI 번역 결과를 업무에 사용할 때 적절한 행동은?,번역 결과의 의미가 바뀌어도 상관없다.,"전문용어와 숫자, 고유명사는 반드시 확인한다.",문장이 길면 정확하다고 판단한다.,AI 번역은 항상 완벽하므로 검토하지 않는다.,B,2,"정답은 B입니다. AI 번역 결과는 유용하지만 전문용어, 숫자, 고유명사, 계약 표현은 반드시 사람이 확인해야 합니다. 번역 문장이 자연스러워도 원문의 의미가 바뀌거나 중요한 조건이 누락될 수 있습니다. 업무 번역에서는 정확성과 의미 보존이 가장 중요합니다. 이 문항은 AI 번역 결과의 검토 필요성을 이해하는지를 평가합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
20,AXIS,L3,AI 도구 활용 기초,아이디어 발상,multiple_choice,tool_use,easy,AI를 활용한 아이디어 발상 업무로 가장 적절한 것은?,신제품 홍보 문구 초안 10개를 제안받는다.,고객 개인정보를 입력해 광고 대상을 임의로 분류한다.,경쟁사 내부 전략을 추측하게 한다.,법적으로 확정된 문구라고 주장하게 한다.,A,2,정답은 A입니다. 신제품 홍보 문구 초안 10개를 제안받는 것은 AI를 활용한 아이디어 발상 업무에 적절합니다. AI는 다양한 표현을 빠르게 제시해 창의적 선택지를 넓히는 데 도움이 됩니다. 다만 고객 개인정보를 임의로 분류하거나 허위 후기를 만들거나 법적 사실을 단정하게 하는 요청은 부적절합니다. 이 문항은 AI를 창의적 업무 보조에 활용하는 기준을 확인합니다.,AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
21,AXIS,L3,AI 도구 활용 기초,표 작성,multiple_choice,tool_use,medium,AI에게 표 형태의 결과를 받고 싶을 때 가장 적절한 요청은?,AI가 만든 결과물은 저작권 문제가 절대 발생하지 않는다.,AI 결과물을 사내 보고서에 사용할 때 출처 표기는 불필요하다.,"항목, 설명, 담당부서, 기한 컬럼을 가진 표로 정리해줘",AI가 생성한 이미지는 상업적으로 자유롭게 사용할 수 있다.,C,2,"정답은 C입니다. 표 형태의 결과가 필요할 때는 항목, 설명, 담당부서, 기한처럼 원하는 컬럼명을 명확히 지정해야 합니다. 이렇게 요청하면 AI가 업무에 바로 활용 가능한 구조로 정보를 정리할 수 있습니다. ‘보기 좋게’와 같은 모호한 요청은 결과 형식이 일정하지 않을 수 있습니다. 이 문항은 출력 형식을 구체적으로 지정하는 AI 활용 능력을 평가합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
22,AXIS,L3,AI 도구 활용 기초,자료 정리,multiple_choice,tool_use,medium,여러 부서에서 받은 의견을 AI로 정리하려 한다. 가장 적절한 방식은?,모든 의견을 익명화 없이 그대로 외부 AI에 입력한다.,의견 중 불편한 내용은 AI가 삭제하게 한다.,"부서명, 주요 의견, 우려사항, 제안사항으로 분류해 달라고 요청한다.",AI에게 특정 부서의 의견만 무시하라고 지시한다.,C,2,"정답은 C입니다. 여러 부서의 의견을 정리할 때는 부서명, 주요 의견, 우려사항, 제안사항처럼 분류 기준을 명확히 제시하는 것이 적절합니다. 민감정보나 실명 정보가 포함된 경우에는 입력 전에 제거하거나 필요한 범위만 사용해야 합니다. 특정 부서의 의견을 임의로 무시하거나 불편한 내용을 삭제하게 하는 것은 공정한 정리에 어긋납니다. 이 문항은 AI를 활용한 의견 정리와 공정한 정보 처리 기준을 평가합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
23,AXIS,L3,AI 도구 활용 기초,문체 변환,multiple_choice,tool_use,easy,딱딱한 안내문을 친근한 문체로 바꾸려 할 때 적절한 요청은?,부서별 의견을 시간순으로만 나열하여 그대로 전달한다.,"고객 안내문 톤으로 친절하고 간결하게 수정하되, 의미는 바꾸지 말아줘",각 부서의 의견 중 긍정적인 내용만 선별하여 정리한다.,의견을 요약하지 않고 원문 전체를 그대로 첨부한다.,B,2,"정답은 B입니다. 문체를 바꿀 때는 원하는 톤과 의미 유지 조건을 함께 제시해야 합니다. 고객 안내문을 친절하고 간결하게 수정하되 의미를 바꾸지 말라고 요청하면, AI가 기존 내용의 핵심을 유지하면서 표현만 개선할 수 있습니다. 중요한 조건을 삭제하거나 내용을 마음대로 바꾸게 하는 요청은 안내문 품질을 떨어뜨릴 수 있습니다. 이 문항은 AI를 활용한 문체 변환의 적절한 조건 설정 능력을 확인합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
24,AXIS,L3,AI 도구 활용 기초,업무 체크리스트,multiple_choice,tool_use,medium,AI로 행사 준비 체크리스트를 만들 때 가장 적절한 추가 정보는?,아무 정보도 주지 않고 알아서 하라는 지시,작성자의 주민등록번호,행사와 무관한 개인 대화 내용,"행사 목적, 참석자 규모, 장소, 일정, 필요한 산출물",D,2,"정답은 D입니다. 행사 준비 체크리스트를 만들려면 행사 목적, 참석자 규모, 장소, 일정, 필요한 산출물과 같은 기본 정보가 필요합니다. 이러한 맥락이 있어야 AI가 준비물, 역할, 일정, 점검사항을 현실적으로 구성할 수 있습니다. 아무 정보 없이 요청하면 일반적이고 부정확한 체크리스트가 나올 가능성이 높습니다. 이 문항은 업무 체크리스트 생성에 필요한 조건 제공 역량을 평가합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
25,AXIS,L3,AI 도구 활용 기초,데이터 해석 보조,multiple_choice,tool_use,hard,간단한 설문 결과를 AI로 요약하려 한다. 가장 적절한 사용 방식은?,응답자의 실명과 연락처를 모두 포함해 입력한다.,AI가 만든 수치를 원자료 확인 없이 확정한다.,"개인정보를 제거한 뒤 주요 경향, 긍정 의견, 개선 의견으로 요약하게 한다.",마음에 들지 않는 응답을 삭제하라고 지시한다.,C,2,"정답은 C입니다. 설문 결과를 AI로 요약할 때는 개인정보를 제거한 뒤 주요 경향, 긍정 의견, 개선 의견 등 분석 기준을 제시하는 것이 적절합니다. 실명, 연락처 등 식별정보를 포함해 입력하면 개인정보보호 문제가 발생할 수 있습니다. 또한 AI가 만든 수치나 요약은 원자료와 대조해야 합니다. 이 문항은 AI를 활용한 데이터 요약과 개인정보 보호 기준을 함께 평가합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
26,AXIS,L3,AI 도구 활용 기초,업무 역할 지정,multiple_choice,tool_use,medium,AI에게 특정 역할을 부여하는 이유로 가장 적절한 것은?,AI가 실제 그 직업의 면허를 갖게 되기 때문이다.,AI가 법적 책임을 대신 지기 때문이다.,역할을 주면 검증이 필요 없어지기 때문이다.,"응답의 관점과 톤, 포함할 내용을 업무 목적에 맞추기 위해서이다.",D,2,"정답은 D입니다. AI에게 역할을 부여하면 응답의 관점, 톤, 포함할 내용이 업무 목적에 맞게 조정될 수 있습니다. 예를 들어 인사담당자, 고객상담 담당자, 보안 담당자 등의 역할을 지정하면 답변의 초점이 달라집니다. 하지만 역할을 부여한다고 해서 AI가 실제 자격이나 법적 책임을 갖는 것은 아닙니다. 이 문항은 역할 지정 프롬프트의 목적과 한계를 이해하는지를 확인합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
27,AXIS,L3,AI 도구 활용 기초,업무 산출물 검토,multiple_choice,ethics_security,medium,AI가 작성한 공지문을 게시하기 전 확인해야 할 사항으로 가장 적절한 것은?,문장이 길수록 좋은지,"사실관계, 날짜, 대상자, 문의처, 표현의 적절성",AI가 사용한 글꼴 종류,AI 답변이 몇 초 만에 나왔는지,B,2,"정답은 B입니다. AI가 작성한 공지문은 게시 전 사실관계, 날짜, 대상자, 문의처, 표현의 적절성을 확인해야 합니다. 공지문은 조직 내부나 외부 사람에게 직접 영향을 주기 때문에 작은 오류도 혼란을 만들 수 있습니다. 문장이 길거나 빠르게 생성되었다는 점은 품질 판단 기준이 아닙니다. 이 문항은 AI 산출물을 실제 업무에 사용하기 전 검토해야 할 핵심 요소를 평가합니다.",AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
28,AXIS,L3,AI 도구 활용 기초,AI 도구 선택,multiple_choice,tool_use,medium,이미지 설명문과 SNS 게시글 초안을 함께 만들고 싶다. 가장 적절한 접근은?,텍스트 생성 AI와 이미지 생성 AI의 역할을 구분해 활용한다.,모든 작업을 계산기 앱으로 처리한다.,이미지 파일에 포함된 개인정보를 그대로 공개한다.,AI에게 출처 없는 고객 후기를 만들어 달라고 한다.,A,2,정답은 A입니다. 이미지 설명문과 SNS 게시글 초안은 작업 성격이 다르므로 텍스트 생성 AI와 이미지 생성 AI의 역할을 구분해 활용하는 것이 적절합니다. 각 도구의 강점을 이해하고 작업 목적에 맞게 조합하면 결과물의 품질을 높일 수 있습니다. 개인정보가 포함된 이미지를 공개하거나 허위 고객 후기를 만들게 하는 것은 부적절합니다. 이 문항은 AI 도구 선택과 활용 범위 판단 능력을 확인합니다.,AXIS L3 과목2 AI 도구 활용 기초,False,approved,"정답키 과목별 균등배분, item_purpose 재분배, 난이도 과목별 균형 반영",1,,
