no,cert_type,level,subject,domain_area,q_type,item_purpose,difficulty,content,option_a,option_b,option_c,option_d,correct_answer,points,explanation,source_ref,shuffle_exempt,review_status,review_comment,version,created_by,created_date
12,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,hard,운영 가능한 정책으로 보완할 핵심은?,"예외를 누가 허용하고 위반 시 어떻게 대응할지, 다시 볼 주기를 세운다",금지 항목을 길게 나열하고 세부 절차는 뒤로 미룬다,정책을 선언문 수준으로만 두고 세부는 부서 재량에 맡긴다,정책 위반 시 별도 절차 없이 담당자 개인에게만 책임을 묻고 마무리한다,A,3,"정책은 예외 승인·위반 대응·기록·재검토 주기가 있어야 운영된다. A가 실행 가능하다. B·C는 절차 공백, D는 개인 귀책이다.",AXIS-L1-A-GV-M-112,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
13,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 즉시 대응으로 가장 적절한 것은?,보고서 문구만 지우고 해당 부서에 구두로 주의를 준다,AI 결과의 유용성을 먼저 검토·분석하고 문제가 있으면 나중에 조치한다,사용을 즉시 중지하고 로그를 보존하며 영향 범위와 보고체계를 가동한다,담당자 개인 실수로 정리하고 재교육만 실시한다,C,3,"개인정보·내부자료 입력은 즉시 차단·증거 보존·영향 확인·보고가 필요하다. C가 사고 대응 순서다. A·D는 사고 축소, B는 대응 지연이다.",AXIS-L1-A-RC-H-113,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
14,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,외부 서비스라 통제가 어렵다며 조직 차원 조치를 뒤로 미룬다,입력 범위와 보존·재학습 정책을 따진다,직원에게만 주의를 주고 별도 확인은 생략한다,유출이 확정되기 전까지는 아무 조치도 하지 않는다,B,3,불확실한 유출도 입력 범위·정책을 살펴 통제·보고로 이어가야 한다. B가 능동 대응이다. A·C·D는 책임 회피·대응 지연이다.,AXIS-L1-A-RC-H-114,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
15,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,사용한 적 없다고 우선 단정해 답하고 내부 기록 확인은 한참 뒤로 미룬다,담당자 말만 듣고 문제없다고 거래처에 통보한다,사용·입력 기록을 살펴 사실관계를 가린 뒤 책임 범위에 맞춰 회신한다,문의를 무시하고 시간이 지나기를 기다린다,C,3,"외부 문의는 기록을 살펴 사실을 가린 뒤 회신해야 한다. C가 책임 있는 대응이다. A·B는 근거 없는 단정, D는 회피다.",AXIS-L1-A-RC-M-115,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
16,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,출처 표시만 추가하고 그대로 제출한다,AI가 만든 자료이므로 저작권 문제는 따로 없다고 스스로 판단해 둔다,제안서 마감이 급하다며 권리관계 확인을 미루고 일단 그대로 제출한다,사용 소재의 권리관계를 따져 미확인 소재는 교체·제거한 뒤 다시 본다,D,3,"권리관계가 불분명한 소재는 교체·제거 후 봐야 한다. D가 사전 통제다. A·B는 권리 경시, C는 위험 감수 후행이다.",AXIS-L1-A-RC-H-116,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
17,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,컴플라이언스 실효성을 높이는 조치로 가장 적절한 것은?,규정 문서를 더 길고 상세하게 다시 쓰는 데 집중한다,위반을 남기고 원인을 따져 점검한다,위반자를 즉시 중징계해 본보기로 삼는다,규정 준수를 개인 양심에 맡기고 점검·기록은 하지 않는다,B,3,"실효성은 기록·원인·재발방지·점검의 운영에서 나온다. B가 체계다. A는 문서 보강, C는 처벌 의존, D는 통제 포기다.",AXIS-L1-A-RC-H-117,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
18,AXIS,L1,AI 산출물 품질관리,품질관리형,품질관리형,case_judgment,hard,조직 품질관리 기준으로 가장 적절한 것은?,출처·수치·추정을 따져 책임자를 남긴다,임원용이므로 표현만 더 전문적으로 다듬는다,AI 활용 표시를 붙이면 수치 검증은 생략할 수 있다,기획팀 내부 검토를 거쳐 제출을 마무리한다,A,3,"품질관리는 출처·수치·추정 구분과 책임자 기록을 요구한다. A가 승인 가능한 기준이다. B는 완성도 다듬기, C는 책임 면제 오해, D는 검증 누락이다.",AXIS-L1-A-QM-M-118,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
19,AXIS,L1,AI 산출물 품질관리,품질관리형,품질관리형,case_judgment,medium,산출물 품질 편차를 줄이는 조치로 가장 적절한 것은?,잘하는 직원 결과만 기준으로 삼고 나머지는 점검하지 않는다,품질이 낮은 직원을 평가에서 즉시 불이익 처리한다,공통 검토표와 통과 기준을 만들어 표준으로 세운다,AI를 쓰지 못하게 막아 편차 자체를 없앤다,C,3,"편차는 공통 점검표·통과 기준의 표준화로 줄인다. C가 적절하다. A는 점검 누락, B는 처벌 의존, D는 도입 후퇴다.",AXIS-L1-A-QM-M-119,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
20,AXIS,L1,AI 산출물 품질관리,품질관리형,품질관리형,case_judgment,hard,품질 책임 체계로 가장 적절한 것은?,외부로 보내기 전 사람이 사실과 출처를 하나하나 짚고 책임자를 세운다,AI가 작성한 것이니 사실 오류의 책임은 전적으로 도구에 있다고 본다,오류가 잦은 업무는 기록 없이 담당자만 조용히 교체한다,외부 공개 전 검토 단계를 없애 처리 속도를 올린다,A,3,"AI 산출물도 사람의 최종 확인·책임자 지정으로 책임을 둔다. A가 적절하다. B는 책임 전가, C는 원인 미해결, D는 통제 제거다.",AXIS-L1-A-QM-M-120,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
21,AXIS,L1,교육·변화관리·확산,변화관리형,변화관리형,case_judgment,hard,리더의 변화관리 대응으로 가장 적절한 것은?,우려를 듣고 제한된 파일럿과 피드백을 설계한다,반대 부서를 빼고 의지 높은 부서부터 빠르게 전사 확산한다,도입은 경영진 결정이라며 참여를 성과평가에 반영해 압박한다,상담직원이 거부하지 못하도록 자동화 범위를 먼저 넓힌다,A,3,변화관리는 우려를 구조화하고 작은 파일럿·피드백을 함께 설계해야 한다. A가 수용성과 안전성을 높인다. B·C·D는 강제·회피다.,AXIS-L1-A-CM-M-121,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
22,AXIS,L1,교육·변화관리·확산,변화관리형,변화관리형,case_judgment,medium,교육·확산 전략으로 가장 적절한 것은?,동일 교육을 한 번 더 전사 반복한다,교육 수료율만 높이도록 독려한다,현업 적용이 저조한 부서를 교육 대상에서 빼고 성과평가만 더 강화한다,직무별 사용 시나리오 중심으로 교육을 재설계해 적용 과제와 연결한다,D,3,"현업 적용은 직무 맥락 교육과 적용 과제 연결에서 나온다. D가 적절하다. A는 반복, B는 수료율 지표 의존, C는 배제·압박이다.",AXIS-L1-A-CM-M-122,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
23,AXIS,L1,교육·변화관리·확산,변화관리형,변화관리형,case_judgment,hard,확산 속도 차이에 대한 리더 대응으로 가장 적절한 것은?,느린 팀을 공개적으로 비교·압박해 속도를 맞춘다,앞선 팀 사용 방식을 별도 검증 없이 전사 의무 표준으로 강제 적용한다,앞선 팀 사례를 공유하되 느린 팀의 걸림돌을 살펴 지원한다,속도 차이는 자연스러운 것이라며 아무 조치도 하지 않는다,C,3,"확산 격차는 걸림돌을 살펴 맞춤 지원으로 좁힌다. C가 적절하다. A는 압박, B는 무검증 강제, D는 방치다.",AXIS-L1-A-CM-M-123,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
24,AXIS,L1,KPI·성과관리·사고대응,성과관리형·사고대응형,성과관리형·사고대응형,case_judgment,hard,L1 리더가 추가해야 할 성과지표 조합으로 가장 적절한 것은?,"업무시간 절감과 오류 감소, 안전 활용 준수율을 지표로 잡는다",교육 만족도·강사 평가·수료율을 계속 추적한다,AI 사용횟수와 프롬프트 입력량만 월별로 집계한다,자격 취득자 수만 KPI로 삼고 산출물 품질 변화는 보지 않는다,A,3,성과관리는 교육활동이 아니라 업무성과·품질·안전 활용을 본다. A가 리더 수준 지표다. B·C·D는 활동·투입 지표에 머문다.,AXIS-L1-A-PF-M-124,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
25,AXIS,L1,KPI·성과관리·사고대응,성과관리형·사고대응형,성과관리형·사고대응형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,수치만 지우고 내부 승인·출처 확인 없이 표현을 완화해 바로 배포한다,배포를 멈추고 출처를 짚어 누가 통과시켰는지와 재발방지를 본다,AI 생성 문구라는 표시만 붙여 그대로 배포한다,홍보팀 내부 재검토를 거친 뒤 최종 배포 여부를 팀장에게 일임한다,B,3,"검증되지 않은 대외 수치는 신뢰·법적 리스크다. B가 보류와 흐름 점검이다. A는 미검증 배포, C는 면책 표시, D는 시스템 개선 없는 위임이다.",AXIS-L1-A-IR-H-125,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 1.yaml,2,,
26,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,hard,조직 AI 활용수준을 진단하기 위한 첫 조치로 가장 적절한 것은?,사용 빈도보다 실제 업무 적용과 위험 사용 양상을 짚는다,전 직원 설문으로 사용 빈도·만족도를 모아 성숙도를 점수화한다,외부 성숙도 모델 등급을 받아 경영진 보고용 점수부터 매긴다,활용이 많은 영업팀 방식을 검증 없이 전사 표준으로 삼는다,A,3,"진단은 활동 지표나 외부 등급이 아니라 실제 적용·위험 사용을 봐야 한다. A가 본질을 본다. B는 활동 지표 수집, C는 외부 등급 대체, D는 진단 전 확산이다.",AXIS-L1-A-OD-M-101,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
27,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,medium,조직 활용수준 진단 방법으로 가장 적절한 것은?,설문·사용로그에 심층 인터뷰로 수치와 맥락을 두루 폭넓게 파악한다,자가설문 문항 수를 늘려 응답 정밀도를 높인다,사용로그 수치 순위만으로 부서 활용수준을 매긴다,부서장과 팀원의 주관 점수를 모아 종합 성숙도로 평가해 정리해 둔다,A,3,"단일 자료원은 편향·맥락 결손이 있다. A가 정량·정성을 교차해 본다. B는 설문 단일원, C는 로그 단일원, D는 주관 평가 의존이다.",AXIS-L1-A-OD-M-102,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
28,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,hard,진단 결과를 활용한 후속 교육 설계로 가장 적절한 것은?,두 팀 모두에게 검증·저작권 과정을 동일 커리큘럼으로 일괄 편성한다,활용점수가 높은 마케팅팀 방식을 전사 표준으로 삼는다,"마케팅팀엔 검증·저작권을, 법무팀엔 업무적용 실습을 보강한다",점수가 낮은 영역만 모아 별도 평가 보충시험을 먼저 시행한다,C,3,"진단 결과는 부서별 취약 역량에 맞춘 교육으로 이어져야 한다. C가 강·약점을 반영한다. A는 차이 무시 일괄, B는 약점 무시 확산, D는 교육 대신 시험이다.",AXIS-L1-A-OD-M-103,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
29,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,medium,이 팀의 실제 활용수준을 판단하기 위해 볼 것은?,"산출물 양과 도구 수, 활용 사례를 모아 활용도를 점수화한다",우수 보고를 한 팀이므로 동료 부서의 평판 조사로 갈음한다,산출물을 어떻게 만들고 데이터를 어떻게 다뤘는지 따져 본다,보고 내용을 신뢰해 우수팀으로 곧바로 지정한다,C,3,"활용수준은 산출량·자기보고가 아니라 만들고 다룬 방식으로 본다. C가 실태를 본다. A는 양적 지표, B는 평판 대체, D는 검증 없는 신뢰다.",AXIS-L1-A-OD-M-104,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
30,AXIS,L1,AI 적용 과제 발굴·우선순위,과제포트폴리오형,과제포트폴리오형,case_judgment,hard,효과·리스크·실패비용을 함께 볼 때 파일럿으로 가장 적절한 과제는?,계약 리스크 스크리닝을 도입하되 사람이 모든 항목을 최종 검토한다,사내 공지문 초안 작성에 담당자가 마지막에 손보게 한다,인사평가 자동 점수화를 도입해 평가 자료로 바로 쓴다,재무제표 자동 확정으로 마감 시간을 줄인다,B,3,"초기 파일럿은 효과가 있으면서 민감도·실패비용이 낮아야 한다. B가 가장 안전하다. A는 사람 검토를 붙여도 계약 데이터 위험이 크고, C·D는 인사·재무 고위험이다.",AXIS-L1-A-PP-M-105,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
31,AXIS,L1,AI 적용 과제 발굴·우선순위,과제포트폴리오형,과제포트폴리오형,case_judgment,medium,과제 우선순위 결정 기준으로 가장 적절한 것은?,제안한 팀의 발언권이 큰 순서대로 정한다,기대효과·민감도·실패비용·실현가능성을 따져 점수로 비교한다,가장 빨리 성과가 보일 과제부터 효과 검증 없이 착수한다,동종업계가 많이 도입한 목록을 벤치마크로 삼아 같은 순위로 채택한다,B,3,"우선순위는 효과·리스크·실현가능성을 함께 본 기준으로 정한다. B가 다기준 비교다. A는 정치적 판단, C는 속도 편향, D는 유행 추종이다.",AXIS-L1-A-PP-M-106,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
32,AXIS,L1,AI 적용 과제 발굴·우선순위,과제포트폴리오형,과제포트폴리오형,case_judgment,hard,첫 분기 포트폴리오 구성으로 가장 적절한 것은?,효과 큰 데이터 정비 과제를 먼저 검토해 분기 내 완성을 노린다,빠른 성과 과제로 시작해 기반 정비 과제도 이어간다,데이터 정비가 끝날 때까지 모든 과제 착수를 미룬다,제안된 모든 과제를 난이도와 무관하게 동시에 착수한다,B,3,"초기에는 빠른 성과로 학습·신뢰를 쌓으며 기반 과제를 병행한다. B가 균형이다. A는 한 과제 편중, C는 과도한 지연, D는 통제 없는 동시 착수다.",AXIS-L1-A-PP-M-107,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
33,AXIS,L1,AI 적용 과제 발굴·우선순위,과제포트폴리오형,과제포트폴리오형,case_judgment,hard,확대 적용 결정으로 가장 적절한 것은?,성공팀 설정·프롬프트를 표준 매뉴얼로 만들어 전 부서에 배포한다,효과 수치가 확인됐으니 다음 분기 전사 적용 일정부터 확정한다,부서별 차이를 점검하며 조금씩 넓혀 성과를 다시 잰다,추가 검증 없이 즉시 전사로 확대한다,C,3,"확대는 맥락 차이를 살피며 단계적으로 넓혀야 한다. C가 안전한 확산이다. A는 맥락 무시 복제, B는 일정 우선, D는 무검증 확산이다.",AXIS-L1-A-PP-M-108,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
34,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,hard,조직 AI 사용기준을 수립할 때 가장 먼저 고정할 것은?,부서별 사용량·만족도를 측정해 현황 대시보드부터 구축한다,안전한 도구 하나로 전사를 일원화하고 나머지는 차단한다,"승인 도구와 금지 정보, 책임자를 먼저 세운다",직원 자율을 위해 도구 선택과 자료 입력을 자유화한다,C,3,"거버넌스는 승인 도구·금지 정보·책임을 먼저 고정한다. C가 통제 기준이다. A는 측정 우선, B는 기준 없는 조기 락인, D는 통제 부재다.",AXIS-L1-A-GV-M-109,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
35,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,medium,현업 자동화 운영체계로 가장 적절한 것은?,문제가 생긴 도구만 사후에 IT가 회수해 정리한다,보안검토 없이 부서별 도구 개발을 자율화한다,"도구마다 등록대장과 소유자, 변경 승인·폐기 규칙을 마련한다",모든 현업 도구를 IT가 직접 재개발해 표준 플랫폼으로 흡수한다,C,3,"현업 자동화는 등록·소유자·변경·폐기 규칙으로 책임과 유지보수를 확보한다. C가 적절하다. A는 사후 대응, B는 통제 부재, D는 과잉 중앙화다.",AXIS-L1-A-GV-M-110,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
36,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,hard,거버넌스 체계 구성으로 가장 적절한 것은?,IT 단독으로 모든 기준을 정해 통보한다,관련 기능 부서가 참여해 권한과 책임을 나눈다,법무·인사 자문은 받되 최종 결정권은 IT가 단독 보유한다,사안이 생길 때마다 임시 태스크포스를 꾸려 처리한다,B,3,"AI 리스크는 여러 기능에 걸쳐 관련 부서가 권한·책임을 나눠 결정해야 한다. B가 실효 구조다. A는 편협, C는 자문만 받고 결정 독점, D는 사후 임시 대응이다.",AXIS-L1-A-GV-M-111,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
37,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,hard,운영 가능한 정책으로 보완할 핵심은?,"예외를 누가 어떻게 허용하고 위반 시 어떻게 대응할지, 다시 볼 주기를 세운다",금지 항목을 더 구체적으로 점검해 정책 문서에 늘려 적는다,정책을 선언문 수준으로 두고 세부는 부서 재량에 맡긴다,위반이 생기면 부서장이 사안별로 수위를 알아서 판단해 자체 처리하게 맡긴다,A,3,"정책은 예외 승인·위반 대응·기록·재검토 주기가 있어야 운영된다. A가 실행 가능하다. B는 금지 확장만, C는 선언적, D는 절차 없는 재량이다.",AXIS-L1-A-GV-M-112,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
38,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더가 가장 먼저 할 일은?,사용을 즉시 중지하고 관련 로그를 보존한다,영향 범위를 먼저 분석한 뒤 사용 중지와 로그 보존을 진행한다,재발 방지 규정 개정과 교육 재설계부터 추진한다,담당자에게 구두로 주의를 주고 보고서 문구만 삭제한다,A,3,"사고는 봉쇄와 증거 보존이 1순위다. A가 즉시 차단·보존이다. B는 분석을 봉쇄보다 앞세운 순서 오류, C는 장기조치 우선의 시점 오류, D는 사고 축소다.",AXIS-L1-A-RC-H-113,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
39,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,약관과 보존·재학습 정책을 검토해 위험 등급을 분류한 뒤 결정한다,입력 범위를 파악하고 보존·재학습 정책을 살펴 보고 절차를 챙긴다,우선 해당 직원의 계정 사용만 정지하고 추이를 지켜본다,유출이 확정되기 전까지는 아무 조치도 하지 않는다,B,3,"불확실해도 입력 범위 파악과 정책 확인·보고로 능동 대응해야 한다. B가 확인과 통제를 병행한다. A는 등급 분류로 대응을 지연, C는 소극 관망, D는 방치다.",AXIS-L1-A-RC-H-114,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 2.yaml,2,,
