set_no,cert_type,level,task_type,task_title,time_limit,scenario_content,sample_data,required_structure,forbidden_rules,ai_tool_allowed,rubric,max_score,model_answer,risk_criteria,benchmark_excellent,benchmark_normal,benchmark_borderline,benchmark_fail,ai_prompt_version,review_status,review_comment,version,created_by,created_date
71,AXIS,L3,l3_risk,문항 11. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"팀원이 AI로 작성한 업무 개선 보고서에 인터넷에서 찾은 이미지와 타사 보고서 문구를 출처 표기 없이 넣으려 한다. 'AI가 조합한 거니까 저작권 문제없다'고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk 타사 보고서 문구와 인터넷 이미지를 출처 표기 없이 사용하여 저작권을 침해하는 것 immediate_action 이미지와 문구의 원출처·저작권 상태를 확인하고, 저작권이 있는 콘텐츠는 삭제하거나 사용 허가를 받고 출처를 표기한다. key_reason AI가 조합하거나 추천한 콘텐츠라도 저작권은 원저작자에게 있으며, 무단 사용 시 법적 책임은 사용자와 회사에 귀속된다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk 타사 보고서 문구와 인터넷 이미지를 출처 표기 없이 사용하여 저작권을 침해하는 것 immediate_action 이미지와 문구의 원출처·저작권 상태를 확인하고, 저작권이 있는 콘텐츠는 삭제하거나 사용 허가를 받고 출처를 표기한다. key_reason AI가 조합하거나 추천한 콘텐츠라도 저작권은 원저작자에게 있으며, 무단 사용 시 법적 책임은 사용자와 회사에 귀속된다.",,,,v1.1,approved,AXIS-L3-P-071,2,,
72,AXIS,L3,l3_risk,문항 12. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"영업팀 사원이 고객과의 계약 조건 협상 내용(고객사명·계약 금액·특수 조건)을 외부 AI에 입력하여 협상 전략을 요청하려 한다. '메모 대신 AI에 정리하는 거다'라고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk 고객사명·계약 금액·특수 조건 등 계약 기밀을 외부 AI에 입력하여 유출되는 것 immediate_action 입력을 중단하고, 고객사명·금액·조건을 제거한 일반화된 시나리오로 협상 전략을 요청하거나 내부 도구를 사용한다. key_reason 계약 협상 내용은 양사의 기밀이므로 외부 유출 시 신뢰 관계와 협상 우위를 동시에 잃을 수 있다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk 고객사명·계약 금액·특수 조건 등 계약 기밀을 외부 AI에 입력하여 유출되는 것 immediate_action 입력을 중단하고, 고객사명·금액·조건을 제거한 일반화된 시나리오로 협상 전략을 요청하거나 내부 도구를 사용한다. key_reason 계약 협상 내용은 양사의 기밀이므로 외부 유출 시 신뢰 관계와 협상 우위를 동시에 잃을 수 있다.",,,,v1.1,approved,AXIS-L3-P-072,2,,
73,AXIS,L3,l3_risk,문항 13. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"팀원이 경쟁사 웹사이트에서 복사한 제품 설명 문구를 AI에 입력하여 자사 마케팅 자료로 변환하려 한다. '문장을 바꾸면 저작권 문제없다'고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk 경쟁사 제품 설명을 AI로 표현만 바꿔 자사 자료로 사용하여 저작권을 침해하는 것 immediate_action 경쟁사 문구 기반 자료 작성을 중단하고, 자사 제품의 고유 특성을 기반으로 새로 작성하거나, 참고 시 출처를 명시한다. key_reason 문장 표현을 바꿔도 핵심 내용을 복제하면 저작권 침해이며, 경쟁사 분쟁 시 법적 책임은 작성자와 회사에 있다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk 경쟁사 제품 설명을 AI로 표현만 바꿔 자사 자료로 사용하여 저작권을 침해하는 것 immediate_action 경쟁사 문구 기반 자료 작성을 중단하고, 자사 제품의 고유 특성을 기반으로 새로 작성하거나, 참고 시 출처를 명시한다. key_reason 문장 표현을 바꿔도 핵심 내용을 복제하면 저작권 침해이며, 경쟁사 분쟁 시 법적 책임은 작성자와 회사에 있다.",,,,v1.1,approved,AXIS-L3-P-073,2,,
74,AXIS,L3,l3_risk,문항 14. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"재무팀 사원이 미공개 분기 재무제표 초안(매출·영업이익·부채비율)을 외부 AI에 입력하여 분석 코멘트를 생성하려 한다. '아직 공시 전이지만 내부 분석용이다'라고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk 미공개 재무제표를 외부 AI에 입력하여 공시 전 재무정보가 유출되는 것 immediate_action 입력을 중단하고, 미공개 재무정보는 승인된 내부 시스템에서만 처리하며, 분석 코멘트도 공시 후에 외부 도구를 사용한다. key_reason 공시 전 재무정보는 자본시장법상 내부정보이므로 외부 유출 시 내부자 정보 관리 위반에 해당할 수 있다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk 미공개 재무제표를 외부 AI에 입력하여 공시 전 재무정보가 유출되는 것 immediate_action 입력을 중단하고, 미공개 재무정보는 승인된 내부 시스템에서만 처리하며, 분석 코멘트도 공시 후에 외부 도구를 사용한다. key_reason 공시 전 재무정보는 자본시장법상 내부정보이므로 외부 유출 시 내부자 정보 관리 위반에 해당할 수 있다.",,,,v1.1,approved,AXIS-L3-P-074,2,,
75,AXIS,L3,l3_risk,문항 15. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"팀원이 팀 슬랙 채널의 대화 내역(직원 이름·의견·비공식 논의)을 외부 AI에 입력하여 회의록 형식으로 정리하려 한다. '팀 대화니까 공개해도 된다'고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk 직원들의 동의 없이 이름과 비공식 의견이 포함된 대화를 외부 AI에 전송하는 것 immediate_action 입력을 중단하고, 대화 참여자들의 동의를 구한 뒤, 이름을 제거하거나 승인된 내부 도구로 정리한다. key_reason 팀 내부 대화라도 직원 이름과 비공식 의견을 동의 없이 외부 AI에 입력하면 프라이버시 침해이며, 예민한 발언이 유출될 위험이 있다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk 직원들의 동의 없이 이름과 비공식 의견이 포함된 대화를 외부 AI에 전송하는 것 immediate_action 입력을 중단하고, 대화 참여자들의 동의를 구한 뒤, 이름을 제거하거나 승인된 내부 도구로 정리한다. key_reason 팀 내부 대화라도 직원 이름과 비공식 의견을 동의 없이 외부 AI에 입력하면 프라이버시 침해이며, 예민한 발언이 유출될 위험이 있다.",,,,v1.1,approved,AXIS-L3-P-075,2,,
76,AXIS,L3,l3_risk,문항 16. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"팀원이 사내 규정집(직원 징계 기준·급여 등급 포함)을 외부 AI에 입력하여 신입용 체크리스트로 변환하려 한다. '체크리스트니까 요약만 나올 거다'라고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk 직원 징계 기준·급여 등급이 포함된 사내 규정을 외부 AI에 입력하여 내부 정책이 유출되는 것 immediate_action 입력을 중단하고, 징계 기준·급여 등급 등 민감 항목을 제거한 일반 업무 절차만으로 체크리스트를 만들거나 내부 도구를 사용한다. key_reason 요약·변환 목적이라도 원문이 외부 서버에 전송되므로, 징계 기준·급여 정보 같은 내부 정책은 외부 AI 입력 대상이 아니다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk 직원 징계 기준·급여 등급이 포함된 사내 규정을 외부 AI에 입력하여 내부 정책이 유출되는 것 immediate_action 입력을 중단하고, 징계 기준·급여 등급 등 민감 항목을 제거한 일반 업무 절차만으로 체크리스트를 만들거나 내부 도구를 사용한다. key_reason 요약·변환 목적이라도 원문이 외부 서버에 전송되므로, 징계 기준·급여 정보 같은 내부 정책은 외부 AI 입력 대상이 아니다.",,,,v1.1,approved,AXIS-L3-P-076,2,,
77,AXIS,L3,l3_risk,문항 17. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"CS팀 사원이 고객 불만 접수 메일 원문(고객명·주문번호·불만 상세 내용)을 외부 AI에 입력하여 카테고리별 분류를 요청하려 한다. '개인정보는 내가 기억 못 하니까 괜찮다'고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk 고객명·주문번호가 포함된 불만 메일 원문을 외부 AI에 입력하여 고객 개인정보가 유출되는 것 immediate_action 입력을 중단하고, 고객명·주문번호 등 식별정보를 제거한 불만 내용만 추출하여 승인된 환경에서 분류한다. key_reason 담당자가 기억하지 못하더라도 외부 AI 서버에 개인정보가 전송·저장될 수 있으며, 주문번호만으로도 고객을 식별할 수 있다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk 고객명·주문번호가 포함된 불만 메일 원문을 외부 AI에 입력하여 고객 개인정보가 유출되는 것 immediate_action 입력을 중단하고, 고객명·주문번호 등 식별정보를 제거한 불만 내용만 추출하여 승인된 환경에서 분류한다. key_reason 담당자가 기억하지 못하더라도 외부 AI 서버에 개인정보가 전송·저장될 수 있으며, 주문번호만으로도 고객을 식별할 수 있다.",,,,v1.1,approved,AXIS-L3-P-077,2,,
78,AXIS,L3,l3_risk,문항 18. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"CS 매니저가 AI 챗봇에 약관 위반 고객 처리 기준(블랙리스트 등록 조건·법적 조치 기준)을 학습시키고, 고객 차단·경고를 AI가 자동 판단하도록 설정하려 한다. '규칙이 명확하니 AI가 처리해도 된다'고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk 고객 차단·법적 조치 같은 확정 판단을 AI에 위임하여 고객 권리가 침해되는 것 immediate_action 고객 차단·법적 조치는 AI 자동 판단에서 제외하고, AI는 의심 건 탐지·알림까지만 수행하며 최종 판단은 담당자가 한다. key_reason 고객 차단·법적 조치는 고객의 권리에 직접 영향을 미치는 확정 판단이므로, 규칙이 명확하더라도 사람이 최종 결정해야 한다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk 고객 차단·법적 조치 같은 확정 판단을 AI에 위임하여 고객 권리가 침해되는 것 immediate_action 고객 차단·법적 조치는 AI 자동 판단에서 제외하고, AI는 의심 건 탐지·알림까지만 수행하며 최종 판단은 담당자가 한다. key_reason 고객 차단·법적 조치는 고객의 권리에 직접 영향을 미치는 확정 판단이므로, 규칙이 명확하더라도 사람이 최종 결정해야 한다.",,,,v1.1,approved,AXIS-L3-P-078,2,,
79,AXIS,L3,l3_risk,문항 19. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"개발팀 사원이 사내 소스코드(핵심 알고리즘 포함)를 외부 AI 코딩 어시스턴트에 붙여넣어 버그를 수정하려 한다. '코드 리뷰용이라 학습에는 안 쓰일 거다'라고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk 핵심 알고리즘이 포함된 소스코드가 외부 AI 서비스에 전송되어 영업비밀이 유출되는 것 immediate_action 입력을 즉시 중단하고, 핵심 알고리즘을 제외한 일반 코드만 입력하거나, 사내 승인된 코드 리뷰 도구를 사용한다. key_reason 외부 AI 서비스의 데이터 처리·학습 정책은 사용자가 통제할 수 없으며, 핵심 알고리즘 유출은 기업의 경쟁력을 직접 위협한다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk 핵심 알고리즘이 포함된 소스코드가 외부 AI 서비스에 전송되어 영업비밀이 유출되는 것 immediate_action 입력을 즉시 중단하고, 핵심 알고리즘을 제외한 일반 코드만 입력하거나, 사내 승인된 코드 리뷰 도구를 사용한다. key_reason 외부 AI 서비스의 데이터 처리·학습 정책은 사용자가 통제할 수 없으며, 핵심 알고리즘 유출은 기업의 경쟁력을 직접 위협한다.",,,,v1.1,approved,AXIS-L3-P-079,2,,
80,AXIS,L3,l3_risk,문항 20. 리스크 판단형 · 보안·개인정보·저작권·윤리 리스크 관리,5,"사원이 업무 자료를 AI에 입력하려는데, 자료가 ① 이미 웹에 공개된 회사 소개서, ② 내부용 프로젝트 진행 현황(미공개), ③ 고객사와의 NDA 문서 원문, ④ 사내 공지 게시판의 행사 안내문이다. '다 업무 자료니까 AI에 넣어도 된다'고 말한다.

[과업] 가장 위험한 요소를 선택하고, 즉시 해야 할 조치와 대체 방법을 제시하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 위험 식별 4 개인정보, 기밀정보, 저작권, 보안, 허위정보, 과장표현, 책임소재 위험을 식별 우선순위 3 가장 위험한 요소와 먼저 조치해야 할 항목을 정한다 대응조치 2 삭제, 익명화, 내부 승인, 원문 확인, 사용 금지 등 적절한 대응조치를 제시 근거 1 위험성과 조치 우선순위를 80~150자 내에서 설명",10,"highest_risk NDA(비밀유지계약) 문서 원문을 외부 AI에 입력하여 계약 위반과 법적 책임이 발생하는 것 immediate_action 자료의 공개·내부용·기밀 등급을 먼저 분류하고, ①④(공개)만 AI에 입력 가능하며 ②(내부용)·③(NDA)은 제외한다. key_reason 업무 자료라도 공개·내부용·기밀 등급이 다르며, NDA 문서를 외부에 전송하면 계약 위반에 해당한다. 등급별 분류가 AI 활용의 첫 단계이다.",개인정보 입력 기밀정보 입력 저작권 위험 보안 위험 책임소재 불명확,"highest_risk NDA(비밀유지계약) 문서 원문을 외부 AI에 입력하여 계약 위반과 법적 책임이 발생하는 것 immediate_action 자료의 공개·내부용·기밀 등급을 먼저 분류하고, ①④(공개)만 AI에 입력 가능하며 ②(내부용)·③(NDA)은 제외한다. key_reason 업무 자료라도 공개·내부용·기밀 등급이 다르며, NDA 문서를 외부에 전송하면 계약 위반에 해당한다. 등급별 분류가 AI 활용의 첫 단계이다.",,,,v1.1,approved,AXIS-L3-P-080,2,,
41,AXIS,L3,l3_verify,문항 1. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 출처 없는 수치 과도한 일반화 논리비약 first_action 89.2%와 45% 향상의 원자료·측정 기준·출처를 확인하고, 확인되지 않으면 수치를 삭제하거나 '추정치'로 표현을 완화한다. key_reason 출처 없는 수치로 전사 의무화를 결론짓는 것은 논리비약이며, 동종업계 평균이라는 비교 기준도 근거 없이 사용되었다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 출처 없는 수치 과도한 일반화 논리비약 first_action 89.2%와 45% 향상의 원자료·측정 기준·출처를 확인하고, 확인되지 않으면 수치를 삭제하거나 '추정치'로 표현을 완화한다. key_reason 출처 없는 수치로 전사 의무화를 결론짓는 것은 논리비약이며, 동종업계 평균이라는 비교 기준도 근거 없이 사용되었다.",,,,v1.1,approved,AXIS-L3-P-041,2,,
42,AXIS,L3,l3_verify,문항 2. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues Y축 기준 왜곡 논리비약 표현 과장 first_action Y축 시작점이 980억으로 설정되어 성장폭이 과장되었으므로, Y축을 0부터 시작하는 그래프로 재작성하고 '200% 성장' 수치의 산출 근거를 확인한다. key_reason Y축을 980억부터 시작하면 미세한 차이가 극적으로 보이고, 1분기 추세만으로 연말 1위를 단정하는 것은 논리비약이다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues Y축 기준 왜곡 논리비약 표현 과장 first_action Y축 시작점이 980억으로 설정되어 성장폭이 과장되었으므로, Y축을 0부터 시작하는 그래프로 재작성하고 '200% 성장' 수치의 산출 근거를 확인한다. key_reason Y축을 980억부터 시작하면 미세한 차이가 극적으로 보이고, 1분기 추세만으로 연말 1위를 단정하는 것은 논리비약이다.",,,,v1.1,approved,AXIS-L3-P-042,2,,
43,AXIS,L3,l3_verify,문항 3. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 평균의 함정 과도한 일반화 결론 비약 first_action C직원 9분 등 개별 편차를 확인하고, 평균만으로 '전 직원 우수'라고 결론 내린 부분을 수정하여 분포와 이상치를 함께 보고한다. key_reason 평균 3.2분이라도 C직원은 목표를 크게 초과하므로, 평균만으로 전원 우수·교육 불필요라고 결론짓는 것은 개별 편차를 무시한 오류이다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 평균의 함정 과도한 일반화 결론 비약 first_action C직원 9분 등 개별 편차를 확인하고, 평균만으로 '전 직원 우수'라고 결론 내린 부분을 수정하여 분포와 이상치를 함께 보고한다. key_reason 평균 3.2분이라도 C직원은 목표를 크게 초과하므로, 평균만으로 전원 우수·교육 불필요라고 결론짓는 것은 개별 편차를 무시한 오류이다.",,,,v1.1,approved,AXIS-L3-P-043,2,,
44,AXIS,L3,l3_verify,문항 4. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 비교 기준 불공정 인과관계 오류 맥락 누락 first_action 영업일 수 차이(17일 vs 22일)를 반영한 일평균 매출로 재비교하고, '팀 노력의 성과'라는 인과 주장의 근거를 확인한다. key_reason 영업일이 5일 차이 나는 두 달을 단순 총액으로 비교하면 착시가 생기고, 매출 증가의 원인을 팀 노력으로 단정하는 것은 인과관계 오류이다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 비교 기준 불공정 인과관계 오류 맥락 누락 first_action 영업일 수 차이(17일 vs 22일)를 반영한 일평균 매출로 재비교하고, '팀 노력의 성과'라는 인과 주장의 근거를 확인한다. key_reason 영업일이 5일 차이 나는 두 달을 단순 총액으로 비교하면 착시가 생기고, 매출 증가의 원인을 팀 노력으로 단정하는 것은 인과관계 오류이다.",,,,v1.1,approved,AXIS-L3-P-044,2,,
45,AXIS,L3,l3_verify,문항 5. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 단일 원인 단정 논리비약 출처 없는 분석 first_action 매출 감소의 다른 원인(계절 요인, 내부 이슈, 프로모션 종료 등)을 함께 검토하고, 경쟁사 진입이 주원인이라는 근거 데이터를 확인한다. key_reason 매출 감소를 단일 원인으로 단정하고 즉시 가격 인하를 결론짓는 것은 논리비약이며, 다각적 원인 분석과 근거 확인이 선행되어야 한다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 단일 원인 단정 논리비약 출처 없는 분석 first_action 매출 감소의 다른 원인(계절 요인, 내부 이슈, 프로모션 종료 등)을 함께 검토하고, 경쟁사 진입이 주원인이라는 근거 데이터를 확인한다. key_reason 매출 감소를 단일 원인으로 단정하고 즉시 가격 인하를 결론짓는 것은 논리비약이며, 다각적 원인 분석과 근거 확인이 선행되어야 한다.",,,,v1.1,approved,AXIS-L3-P-045,2,,
