no,cert_type,level,subject,domain_area,q_type,item_purpose,difficulty,content,option_a,option_b,option_c,option_d,correct_answer,points,explanation,source_ref,shuffle_exempt,review_status,review_comment,version,created_by,created_date
11,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 도구 평가,multiple_choice,governance,medium,조직에 적합한 AI 코딩 도구를 평가하는 기준으로 가장 포괄적인 것은?,①지원 언어·프레임워크 ②IDE 통합(VS Code·JetBrains) ③코드 보안 정책(입력 코드 학습 여부) ④자동완성 정확도 ⑤팀 협업 기능 ⑥비용(TCO) ⑦엔터프라이즈 관리 기능을 종합 평가한다.,경영진 보고 시 AI 코딩 도구의 기술 사양을 상세히 설명하면 투자 승인을 받을 수 있다.,AI 코딩 프로젝트의 리스크는 도구 성능에만 존재하므로 보안·법적 리스크는 무시해도 된다.,AI 코딩의 성과는 코드 생성 줄 수로 측정하면 정확한 ROI를 산출할 수 있다.,A,4,정답은 A입니다. AI 코딩 도구 평가는 7가지 기준을 종합합니다. 특히 ③코드 보안 정책(입력 코드가 학습에 사용되는지)은 기업 환경에서 핵심 판단 요소입니다. 리더는 AI 코딩의 방향을 설정하고 체계적 관리 구조를 수립해야 합니다. 리더는 AI 코딩의 방향을 설정하고 체계적 관리 구조를 수립하여 조직의 개발 역량을 전환해야 합니다.,AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
12,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩과 기술 부채,multiple_choice,case_judgment,hard,AI 코딩으로 빠르게 생성한 코드가 기술 부채로 누적되는 것을 방지하는 전략은?,모든 코딩 업무에 AI를 동시에 적용하면 전사적 개발 효율을 빠르게 달성할 수 있다.,AI 코딩 도구의 성능만 비교하면 조직에 최적인 도구를 선택할 수 있다.,"정기 코드 리뷰 일정 확보, 테스트 커버리지 최소 기준(예: 80%) 유지, 리팩토링 스프린트 할당, 코드 품질 메트릭(복잡도·중복률) 모니터링을 체계적으로 운영한다.",AI 코딩의 성과는 코드 생성 줄 수로 측정하면 정확한 ROI를 산출할 수 있다.,C,4,정답은 C입니다. 기술 부채 방지는 ①정기 리뷰 ②테스트 커버리지 기준 ③리팩토링 스프린트 ④품질 메트릭 모니터링으로 구성됩니다. AI가 빠르게 코드를 생성할수록 기술 부채가 급증할 수 있으므로 리더의 의도적 관리가 필수입니다. 리더는 조직의 AI 코딩 도입·운영에 관한 최적의 판단을 내려야 합니다.,AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
13,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 도입 장벽 극복,multiple_choice,case_judgment,medium,"시니어 개발자가 ""AI 코딩은 코드 품질을 떨어뜨린다""고 우려할 때 가장 적절한 대응은?",AI 코딩 도구의 성능만 비교하면 조직에 최적인 도구를 선택할 수 있다.,AI 코딩 프로젝트의 리스크는 도구 성능에만 존재하므로 보안·법적 리스크는 무시해도 된다.,AI 코딩의 성과는 코드 생성 줄 수로 측정하면 정확한 ROI를 산출할 수 있다.,"우려를 경청하고, AI 생성 코드에 동일한 코드 리뷰 기준을 적용하며, 시니어가 리뷰 프로세스와 품질 기준을 설계하도록 역할을 부여하여 주도적 참여를 유도한다.",D,4,정답은 D입니다. 시니어 개발자 대응은 ①경청(우려 인정) ②동일 기준 적용(품질 보장) ③역할 부여(리뷰·기준 설계 주도)입니다. 시니어의 전문성을 활용하여 AI 코딩의 품질 게이트키퍼로 만드는 것이 가장 효과적입니다. 리더는 조직의 AI 코딩 도입·운영에 관한 최적의 판단을 내려야 합니다.,AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
14,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 투자 포트폴리오,multiple_choice,governance,medium,AI 코딩 투자 포트폴리오를 구성할 때 가장 적절한 전략은?,AI 생성 코드의 기술 부채는 코드가 동작하면 관리할 필요가 없다.,"Quick Win(보일러플레이트·테스트 자동화)과 전략 투자(CI/CD 통합·코드 리뷰 자동화)를 균형 배분하고, 각 투자의 ROI와 리스크를 매트릭스로 관리한다.",AI 코딩 보안 정책은 IT 부서가 단독으로 수립하면 되며 개발팀 참여가 불필요하다.,AI 코딩 도구의 성능만 비교하면 조직에 최적인 도구를 선택할 수 있다.,B,4,정답은 B입니다. AI 코딩 투자는 Quick Win(즉시 효과)과 전략 투자(장기 역량)를 균형 배분합니다. Quick Win으로 조직 신뢰를 확보하면서 전략 투자로 경쟁력을 구축하는 것이 리더의 포트폴리오 전략입니다. 리더는 AI 코딩의 방향을 설정하고 체계적 관리 구조를 수립해야 합니다.,AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
15,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 성과 보고,multiple_choice,case_judgment,medium,AI 코딩 도입 6개월 후 경영진 성과 보고의 가장 효과적인 구조는?,파일럿 없이 전사 도입하면 시간을 절약하고 모든 팀이 균등한 성과를 달성할 수 있다.,"Before-After(개발 시간·버그율·배포 주기), 성공 사례 3가지(정량 수치), 미달 영역+원인, 다음 단계 계획(확산·개선)을 포함하여 ""투자 대비 효과"" 관점으로 보고한다.",AI 코딩의 성과는 코드 생성 줄 수로 측정하면 정확한 ROI를 산출할 수 있다.,AI 코딩 도구의 성능만 비교하면 조직에 최적인 도구를 선택할 수 있다.,B,4,"정답은 B입니다. 성과 보고는 Before-After(정량)+성공 사례+미달 분석+다음 계획의 구조입니다. 경영진은 코드 줄 수가 아닌 ""비즈니스 효과""를 원하므로, 시간·비용·품질로 번역해야 합니다. 리더는 조직의 AI 코딩 도입·운영에 관한 최적의 판단을 내려야 합니다. 리더는 조직의 AI 코딩 도입·운영에 관한 최적의 판단을 내려야 합니다. 이 문항은 L1 수준의 전략적 의사결정 역량을 확인합니다.",AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
16,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 적합 업무 분류,multiple_choice,concept,easy,AI 코딩이 가장 적합한 업무 유형은?,"CRUD 코드, 보일러플레이트, 단위 테스트 생성, 데이터 처리 스크립트, 문서화 등 반복·정형 코딩 업무에 가장 적합하다. 핵심 비즈니스 로직은 개발자 주도+AI 보조가 적절하다.",파일럿 없이 전사 도입하면 시간을 절약하고 모든 팀이 균등한 성과를 달성할 수 있다.,AI 코딩 표준은 한 번 수립하면 기술이 변해도 업데이트할 필요가 없다.,AI 코딩 도구의 성능만 비교하면 조직에 최적인 도구를 선택할 수 있다.,A,4,"정답은 A입니다. AI 코딩은 반복·정형(CRUD, 보일러플레이트, 테스트, 문서화)에 가장 효과적이며, 핵심 로직은 개발자 주도+AI 보조가 적절합니다. 리더는 ""어디에 AI를 쓸 것인가""를 업무별로 구분해야 합니다. 이 개념을 이해하면 조직의 AI 코딩 전략을 효과적으로 수립할 수 있습니다.",AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
17,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 도입 의사결정,multiple_choice,governance,hard,경영진에게 AI 코딩 도입을 제안하는 보고서의 가장 설득력 있는 구조는?,AI 코딩 프로젝트의 리스크는 도구 성능에만 존재하므로 보안·법적 리스크는 무시해도 된다.,모든 코딩 업무에 AI를 동시에 적용하면 전사적 개발 효율을 빠르게 달성할 수 있다.,AI 코딩의 성과는 코드 생성 줄 수로 측정하면 정확한 ROI를 산출할 수 있다.,"개발 병목 문제 정의→AI 코딩 솔루션→정량 ROI(시간×인건비)→투자 규모→리스크 및 대응→실행 일정 순서로 ""경영 관점""의 보고서를 작성한다.",D,4,"정답은 D입니다. 경영진 설득은 기술이 아닌 경영 관점입니다. 문제→솔루션→ROI→투자→리스크→일정의 구조로 ""투자 대비 효과""를 명확히 합니다. 리더는 AI 코딩의 방향을 설정하고 체계적 관리 구조를 수립해야 합니다. 리더는 AI 코딩의 방향을 설정하고 체계적 관리 구조를 수립하여 조직의 개발 역량을 전환해야 합니다.",AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
18,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 도입과 개발 프로세스,multiple_choice,case_judgment,medium,AI 코딩 도입 후 기존 개발 프로세스를 어떻게 조정해야 하는가?,"AI 생성 코드에 대한 리뷰 기준 추가, 보안 스캔 단계 강화, 테스트 커버리지 기준 상향, 프롬프트 관리 프로세스 신설 등 AI 특화 단계를 기존 프로세스에 통합한다.",파일럿 없이 전사 도입하면 시간을 절약하고 모든 팀이 균등한 성과를 달성할 수 있다.,AI 코딩 표준은 한 번 수립하면 기술이 변해도 업데이트할 필요가 없다.,모든 코딩 업무에 AI를 동시에 적용하면 전사적 개발 효율을 빠르게 달성할 수 있다.,A,4,"정답은 A입니다. AI 코딩 도입 후 기존 프로세스에 ①AI 코드 리뷰 기준 ②보안 스캔 강화 ③테스트 기준 상향 ④프롬프트 관리를 추가 통합합니다. 전면 폐기도, 무변경도 적절하지 않습니다. 리더는 조직의 AI 코딩 도입·운영에 관한 최적의 판단을 내려야 합니다. 리더는 조직의 AI 코딩 도입·운영에 관한 최적의 판단을 내려야 합니다. 이 문항은 L1 수준의 전략적 의사결정 역량을 확인합니다.",AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
19,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 성숙도 모델,multiple_choice,concept,easy,조직의 AI 코딩 활용 성숙도를 평가하는 5단계 모델은?,파일럿 없이 전사 도입하면 시간을 절약하고 모든 팀이 균등한 성과를 달성할 수 있다.,모든 코딩 업무에 AI를 동시에 적용하면 전사적 개발 효율을 빠르게 달성할 수 있다.,AI 코딩의 성과는 코드 생성 줄 수로 측정하면 정확한 ROI를 산출할 수 있다.,①인식(AI 코딩 개념 이해) ②실험(개인 수준 시범) ③표준화(팀 코딩 규칙·리뷰 기준) ④통합(CI/CD 파이프라인 통합) ⑤최적화(AI 기반 개발 문화 정착)의 5단계로 평가한다.,D,4,정답은 D입니다. AI 코딩 성숙도는 인식→실험→표준화→통합→최적화의 5단계입니다. 리더는 현재 단계를 진단하고 다음 단계로의 로드맵을 수립합니다. 이 개념을 이해하면 조직의 AI 코딩 전략을 효과적으로 수립할 수 있습니다. 이 개념을 정확히 이해하면 조직의 AI 코딩 전략을 효과적으로 수립하고 실행하는 데 큰 도움이 됩니다.,AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
20,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 벤더 분산 전략,multiple_choice,governance,hard,AI 코딩 도구의 벤더 분산 전략으로 가장 적절한 것은?,AI 생성 코드의 기술 부채는 코드가 동작하면 관리할 필요가 없다.,"핵심 코딩 역량은 내부에 보유하고, AI 도구를 2개 이상 분산하여 Lock-in을 방지하며, 각 도구의 강점에 맞게 업무를 배정한다. 계약 시 코드 소유권과 SLA를 명확히 한다.",AI 코딩 도구의 성능만 비교하면 조직에 최적인 도구를 선택할 수 있다.,모든 코딩 업무에 AI를 동시에 적용하면 전사적 개발 효율을 빠르게 달성할 수 있다.,B,4,정답은 B입니다. 벤더 분산은 ①핵심 역량 내부화 ②도구 분산(Lock-in 방지) ③강점별 배정 ④계약 조건(코드 소유권·SLA)으로 구성됩니다. 단일 벤더 의존은 가격 협상력과 서비스 연속성 위험이 큽니다. 리더는 AI 코딩의 방향을 설정하고 체계적 관리 구조를 수립해야 합니다. 리더는 AI 코딩의 방향을 설정하고 체계적 관리 구조를 수립하여 조직의 개발 역량을 전환해야 합니다.,AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
21,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 Quick Win,multiple_choice,case_judgment,easy,AI 코딩 도입 초기에 Quick Win을 확보하기 위한 가장 적절한 전략은?,AI 코딩 보안 정책은 IT 부서가 단독으로 수립하면 되며 개발팀 참여가 불필요하다.,"단위 테스트 자동 생성, 코드 문서화(docstring), 보일러플레이트 코드 생성 등 쉽고 가시적인 업무를 먼저 AI로 성공시켜 팀의 신뢰를 확보한 후 점진적으로 확대한다.",모든 코딩 업무에 AI를 동시에 적용하면 전사적 개발 효율을 빠르게 달성할 수 있다.,AI 코딩의 성과는 코드 생성 줄 수로 측정하면 정확한 ROI를 산출할 수 있다.,B,4,정답은 B입니다. Quick Win은 ①쉬운 업무(테스트·문서화·보일러플레이트) ②빠른 성과 ③가시적 효과로 팀 신뢰를 구축합니다. 복잡한 프로젝트부터 시작하면 실패 확률이 높아 AI 코딩에 대한 저항이 커집니다. 리더는 조직의 AI 코딩 도입·운영에 관한 최적의 판단을 내려야 합니다.,AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
22,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩 도입 후 생산성 측정,multiple_choice,governance,hard,AI 코딩 도입 전후 생산성을 정확하게 측정하는 방법은?,"도입 전 2~4주간 Baseline(업무별 개발 시간·버그율·코드 리뷰 시간)을 기록하고, 도입 후 동일 기간 동일 지표를 측정하여 Before-After를 정량 비교한다.",경영진 보고 시 AI 코딩 도구의 기술 사양을 상세히 설명하면 투자 승인을 받을 수 있다.,AI 코딩의 성과는 코드 생성 줄 수로 측정하면 정확한 ROI를 산출할 수 있다.,모든 코딩 업무에 AI를 동시에 적용하면 전사적 개발 효율을 빠르게 달성할 수 있다.,A,4,"정답은 A입니다. 생산성 측정은 ①Baseline 수립 ②동일 지표 도입 후 측정 ③Before-After 정량 비교입니다. Baseline 없이는 ""얼마나 좋아졌는지""를 경영진에게 증명할 수 없습니다. 리더는 AI 코딩의 방향을 설정하고 체계적 관리 구조를 수립해야 합니다. 리더는 AI 코딩의 방향을 설정하고 체계적 관리 구조를 수립하여 조직의 개발 역량을 전환해야 합니다.",AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
23,AXIS-C,L1,AI 코딩 도입 전략·ROI,AI 코딩과 개발자 역량,multiple_choice,concept,medium,AI 코딩 시대에 개발자에게 가장 중요한 역량 변화는?,코드 작성 역량에서 코드 검증·리뷰·설계·보안 판단 역량으로 비중이 이동한다. AI가 생성한 코드를 읽고·검증하고·개선하는 역량이 핵심이 된다.,AI 코딩 도구의 성능만 비교하면 조직에 최적인 도구를 선택할 수 있다.,경영진 보고 시 AI 코딩 도구의 기술 사양을 상세히 설명하면 투자 승인을 받을 수 있다.,AI 코딩의 성과는 코드 생성 줄 수로 측정하면 정확한 ROI를 산출할 수 있다.,A,4,"정답은 A입니다. AI 코딩 시대에는 코드 ""작성""에서 ""검증·리뷰·설계·보안""으로 역량 비중이 이동합니다. 리더는 팀원의 역량 모델을 재설계하고 교육 방향을 전환해야 합니다. 이 개념을 이해하면 조직의 AI 코딩 전략을 효과적으로 수립할 수 있습니다. 이 개념을 정확히 이해하면 조직의 AI 코딩 전략을 효과적으로 수립하고 실행하는 데 큰 도움이 됩니다.",AXIS-C L1 AI 코딩 도입 전략·ROI,False,approved,배치1,1,,
