no,cert_type,level,subject,domain_area,q_type,item_purpose,difficulty,content,option_a,option_b,option_c,option_d,correct_answer,points,explanation,source_ref,shuffle_exempt,review_status,review_comment,version,created_by,created_date
11,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 도입 의사결정,multiple_choice,case_judgment,hard,원장에게 AI 도입을 제안하는 보고서의 가장 설득력 있는 구조는?,의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,AI 도입의 성과는 도구 사용 횟수로 측정하면 정확한 ROI를 산출할 수 있다.,"비임상 업무 비효율 문제 정의→AI 솔루션→정량 ROI(시간×인건비)→환자 경험 개선 효과→투자 규모→리스크(환자정보·면책·인증)→실행 일정의 ""경영 관점"" 보고서를 작성한다.",AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,C,4,정답은 C입니다. 원장 설득은 문제→솔루션→ROI→환자 효과→투자→리스크→일정의 경영 관점입니다. 의료기관은 리스크에 환자정보·면책·인증이 반드시 포함되어야 합니다. 의료기관 리더는 환자 안전을 최우선으로 고려하여 AI 도입·운영의 최적 판단을 내려야 합니다. 의료기관 리더는 환자 안전을 최우선으로 고려하여 AI 도입·운영의 최적 판단을 내려야 합니다.,AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
12,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 성숙도 모델,multiple_choice,concept,medium,의료기관 AI 활용 성숙도 5단계 모델로 가장 적절한 것은?,AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,①인식(AI 개념 이해) ②실험(일부 부서 시범) ③표준화(정책·프롬프트·면책 체계) ④통합(업무 프로세스 내재화) ⑤혁신(AI 기반 환자 경험 설계)의 5단계로 평가한다.,의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,AI 도입의 성과는 도구 사용 횟수로 측정하면 정확한 ROI를 산출할 수 있다.,B,4,정답은 B입니다. 의료기관 AI 성숙도는 인식→실험→표준화→통합→혁신의 5단계입니다. 3단계 표준화에 면책 체계가 포함되는 것이 의료기관 고유의 특징입니다. 이 개념을 이해하면 의료기관의 AI 전환을 안전하고 효과적으로 이끌 수 있습니다. 이 개념을 이해하면 의료기관의 AI 전환을 안전하고 효과적으로 이끌 수 있습니다.,AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
13,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 장벽 극복,multiple_choice,case_judgment,medium,"의료기관 직원의 ""AI가 의료사고를 일으킬 것""이라는 우려에 가장 적절한 대응은?",의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,"비임상 행정 업무에만 AI를 적용하고, 모든 산출물은 전문가 검토를 거치며, 면책 문구와 의료행위 오인 방지 체계를 운영한다는 점을 구체 사례와 함께 설명한다.",AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,AI 도입의 성과는 도구 사용 횟수로 측정하면 정확한 ROI를 산출할 수 있다.,B,4,정답은 B입니다. 의료기관 직원 우려 대응은 ①비임상 한정 ②전문가 검토 ③면책·오인 방지 체계를 구체 사례로 설명합니다. 의료사고 우려는 의료기관 고유의 저항이므로 안전 체계를 강조하는 것이 핵심입니다. 의료기관 리더는 환자 안전을 최우선으로 고려하여 AI 도입·운영의 최적 판단을 내려야 합니다.,AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
14,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 투자 포트폴리오,multiple_choice,governance,hard,의료기관 AI 투자 포트폴리오를 구성하는 전략은?,"Quick Win(안내문·보고서 자동화)과 전략 투자(부서 간 AI 활용 통합·인증 연계)를 균형 배분하고, 환자 안전 관련 투자(면책·보안·교육)를 별도 확보한다.",의료기관 AI 성숙도는 최신 도구를 도입하면 자동으로 최고 단계에 도달한다.,AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,A,4,정답은 A입니다. 의료기관 AI 투자는 Quick Win+전략+환자 안전의 3축으로 구성됩니다. 환자 안전 관련 투자(면책·보안·교육)를 별도 확보하는 것이 일반 기업과의 차이입니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립해야 합니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립하여 조직의 AI 전환을 이끌어야 합니다.,AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
15,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 내부 vs 외부 AI,multiple_choice,case_judgment,medium,의료기관에서 내부 AI와 외부 SaaS 중 선택하는 기준은?,의료기관 AI 도입은 IT 부서가 단독으로 수행하면 현업 참여 없이 성공할 수 있다.,"환자정보 민감도·의료법 규제·비용(TCO)·IT 인력·인증 요건을 평가하고, 환자정보 처리 업무는 내부 AI, 일반 행정은 외부 SaaS의 하이브리드를 검토한다.",AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,AI 도입의 성과는 도구 사용 횟수로 측정하면 정확한 ROI를 산출할 수 있다.,B,4,"정답은 B입니다. 의료기관은 환자정보 민감도와 의료법 규제가 추가 판단 요소입니다. 환자정보→내부, 일반 행정→외부의 하이브리드가 현실적입니다. 의료기관 리더는 환자 안전을 최우선으로 고려하여 AI 도입·운영의 최적 판단을 내려야 합니다. 의료기관 리더는 환자 안전을 최우선으로 고려하여 AI 도입·운영의 최적 판단을 내려야 합니다.",AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
16,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 도입과 인증,multiple_choice,governance,hard,의료기관 인증(JCI 등) 기준과 AI 도입의 관계는?,의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,AI 도입 성과는 도구 사용 기간이 길수록 자동으로 향상되므로 별도 관리가 불필요하다.,AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,"AI 활용이 환자안전·개인정보·의료질 인증 기준을 위반하지 않도록 확인하고, AI 정책·교육·활용 기록을 인증 심사 대비로 문서화한다. AI를 인증 준비(문서 작성·체크리스트)에도 활용할 수 있다.",D,4,정답은 D입니다. 의료기관 인증과 AI는 ①위반 방지(확인) ②문서화(대비) ③활용(인증 준비에 AI 사용)의 3가지 관계가 있습니다. 리더는 인증 기준과 AI 활용의 정합성을 관리합니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립해야 합니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립하여 조직의 AI 전환을 이끌어야 합니다.,AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
17,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 예산 편성,multiple_choice,governance,medium,의료기관 AI 예산 항목으로 가장 적절한 구성은?,AI 도입의 성과는 도구 사용 횟수로 측정하면 정확한 ROI를 산출할 수 있다.,의료기관 AI 역량은 도구 구매만으로 자동 확보되므로 면책·보안 교육이 불필요하다.,①도구 비용 ②교육비(의료기관 특화: 면책·오인 방지) ③보안 강화비(환자정보보호) ④인증 대응 문서화비 ⑤운영비 ⑥예비비를 항목별로 편성한다.,AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,C,4,정답은 C입니다. 의료기관 AI 예산은 일반 항목에 ②의료기관 특화 교육 ③환자정보보호 ④인증 대응 문서화가 추가됩니다. 리더는 의료기관 고유 비용을 사전에 확보해야 합니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립해야 합니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립하여 조직의 AI 전환을 이끌어야 합니다.,AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
18,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 Quick Win 전략,multiple_choice,case_judgment,easy,의료기관 AI Quick Win으로 가장 적절한 업무는?,의료기관 AI 도입은 IT 부서가 단독으로 수행하면 현업 참여 없이 성공할 수 있다.,"안내문 초안 작성, 회의록 정리, 교육 퀴즈 생성 등 비임상·저위험 업무를 먼저 성공시켜 조직 신뢰를 확보한 후 점진적으로 확대한다.",AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,B,4,정답은 B입니다. 의료기관 Quick Win은 비임상·저위험(안내문·회의록·퀴즈)입니다. 진료 기록 분석은 환자정보와 의료행위에 해당하므로 Quick Win에 부적합합니다. 의료기관 리더는 환자 안전을 최우선으로 고려하여 AI 도입·운영의 최적 판단을 내려야 합니다. 의료기관 리더는 환자 안전을 최우선으로 고려하여 AI 도입·운영의 최적 판단을 내려야 합니다.,AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
19,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 도구 TCO,multiple_choice,governance,hard,의료기관 AI 도구 TCO에 포함할 항목은?,AI 도입 리스크는 도구 성능에만 존재하므로 환자 안전·보안·법적 리스크는 무시해도 된다.,구독료+의료기관 특화 교육+환자정보보호 점검+인증 대응 문서화+프롬프트 개발+면책 체계 구축+관리자 운영 시간+전환 비용을 3~5년으로 산출한다.,파일럿 없이 전사 도입하면 모든 부서가 균등한 성과를 달성할 수 있다.,의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,B,4,정답은 B입니다. 의료기관 AI TCO는 일반 항목에 환자정보보호·인증 대응·면책 체계 비용이 추가됩니다. 의료기관 고유의 규제 비용을 반영하면 총비용이 일반 기업보다 높습니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립해야 합니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립하여 조직의 AI 전환을 이끌어야 합니다.,AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
20,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 위험 평가,multiple_choice,governance,hard,의료기관 AI 도입 위험을 평가할 때 가장 적절한 방법은?,기술 위험(도구 적합성)·환자 안전 위험(오인·할루시네이션)·보안 위험(환자정보 유출)·법적 위험(의료법·개인정보보호법·AI기본법)·조직 위험(저항)을 발생 확률×영향도 매트릭스로 관리한다.,AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,AI 도입의 성과는 도구 사용 횟수로 측정하면 정확한 ROI를 산출할 수 있다.,의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,A,4,정답은 A입니다. 의료기관 AI 위험은 일반 기업의 5개 영역에 환자 안전(오인·할루시네이션)이 추가됩니다. 환자 안전 위험의 영향도가 가장 높으므로 우선 관리 대상입니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립해야 합니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립하여 조직의 AI 전환을 이끌어야 합니다.,AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
21,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 성과 보고,multiple_choice,case_judgment,hard,의료기관 AI 6개월 성과 보고의 가장 효과적인 구조는?,"Before-After(안내문 작성 시간·민원 변화·면책 준수율), 성공 사례 3가지(비임상 업무), 미달 영역+원인, 다음 단계 계획(확산·인증 연계)을 포함하여 보고한다.",의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,AI 도입의 성과는 도구 사용 횟수로 측정하면 정확한 ROI를 산출할 수 있다.,AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,A,4,"정답은 A입니다. 의료기관 성과 보고는 Before-After에 면책 준수율·환자 민원이 포함되며, 다음 계획에 인증 연계가 추가됩니다. 비임상 업무 성공 사례로 환자 안전 우려를 불식합니다. 의료기관 리더는 환자 안전을 최우선으로 고려하여 AI 도입·운영의 최적 판단을 내려야 합니다.",AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
22,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 도입 전략 유형,multiple_choice,concept,easy,의료기관 AI 도입 전략 유형으로 가장 적절한 것은?,"①탑다운(원장 주도) ②바텀업(부서 자발) ③하이브리드(원장 방향+부서 실행)로 분류하고, 의료기관의 규모·조직 문화·인증 수준에 맞는 유형을 선택한다.",AI 도입 리스크는 도구 성능에만 존재하므로 환자 안전·보안·법적 리스크는 무시해도 된다.,파일럿 없이 전사 도입하면 모든 부서가 균등한 성과를 달성할 수 있다.,AI 도입의 성과는 도구 사용 횟수로 측정하면 정확한 ROI를 산출할 수 있다.,A,4,"정답은 A입니다. 의료기관 도입 전략은 탑다운·바텀업·하이브리드 중 조직 특성에 맞게 선택합니다. 의료기관은 보수적이므로 원장 지지(탑다운)가 중요하며, 현업 참여(바텀업)가 정착에 필수입니다. 이 개념을 이해하면 의료기관의 AI 전환을 안전하고 효과적으로 이끌 수 있습니다. 이 개념을 이해하면 의료기관의 AI 전환을 안전하고 효과적으로 이끌 수 있습니다.",AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
23,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 적합 업무,multiple_choice,case_judgment,easy,의료기관에서 AI 도입 적합성이 가장 낮은 업무는?,안내문 초안 작성 (비임상·반복),교육 퀴즈 생성 (비임상·반복),환자 진단 및 치료 계획 수립 (임상·전문 판단),보고서 초안 작성 (비임상·정형),C,4,"정답은 C입니다. 진단·치료 계획은 의료행위이므로 AI 도입 적합성이 가장 낮습니다. 비임상 행정 업무(안내문·퀴즈·보고서)가 AI에 적합하며, 리더는 임상과 비임상을 명확히 구분해야 합니다. 의료기관 리더는 환자 안전을 최우선으로 고려하여 AI 도입·운영의 최적 판단을 내려야 합니다.",AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
24,AXIS-H,L1,의료기관 AI 도입 전략,의료기관 AI 이해관계자 관리,multiple_choice,governance,medium,의료기관 AI 도입의 이해관계자를 관리하는 방법은?,의료기관의 모든 부서에 AI를 동시에 도입하면 전사적 효율을 빠르게 달성할 수 있다.,AI 도구의 성능만 비교하면 의료기관에 최적인 도구를 선택할 수 있다.,AI 도입의 성과는 도구 사용 횟수로 측정하면 정확한 ROI를 산출할 수 있다.,원장(지지 확보)·의료진(안전 보장)·간호부(실무 참여)·원무과(행정 효율)·정보보안(환자정보)·법무(규제)별 차별화 소통 전략을 수립한다. 의료진에게는 비임상 한정을 강조한다.,D,4,"정답은 D입니다. 의료기관 이해관계자는 원장·의료진·간호부·원무과·정보보안·법무별로 관심사가 다릅니다. 의료진에게는 비임상 한정·안전 보장을, 정보보안에게는 환자정보보호를 강조합니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립해야 합니다. 의료기관 리더는 환자 안전과 규제를 고려한 체계적 AI 관리 구조를 수립하여 조직의 AI 전환을 이끌어야 합니다.",AXIS-H L1 의료기관 AI 도입 전략,False,approved,배치1,1,,
